transaction_id,amount,currency,customer_id,created_at,status,gl_account,posted_at,ledger_entry_id
TXN-4917D382,2640.08,USD,CUST-6545,2024-12-16 02:09:00,settled,2011-CUST-FUNDS-EUR,2024-12-17 02:09:00,GL-C0E0FB09
TXN-F689D8D7,744.23,USD,CUST-1059,2024-02-12 23:56:00,refunded,2011-CUST-FUNDS-EUR,2024-02-13 23:56:00,GL-6A438D23
TXN-624471F3,1810.65,USD,CUST-5449,2024-02-04 12:17:00,failed,2011-CUST-FUNDS-EUR,2024-02-05 12:17:00,GL-02EEC619
TXN-289CC0FB,2496.46,USD,CUST-2116,2024-01-29 08:25:00,refunded,2011-CUST-FUNDS-EUR,2024-01-30 08:25:00,GL-2F68A999
TXN-AF7D52E6,1784.0,EUR,CUST-8328,2024-05-09 08:10:00,settled,2011-CUST-FUNDS-EUR,2024-05-10 08:10:00,GL-57000929
TXN-3FFD3FF8,1156.76,EUR,CUST-1907,2024-09-03 17:58:00,settled,2011-CUST-FUNDS-EUR,2024-09-04 17:58:00,GL-92335858
TXN-5F0E33B1,1468.85,GBP,CUST-4090,2024-04-13 00:36:00,settled,2011-CUST-FUNDS-EUR,2024-04-14 00:36:00,GL-9132E88B
TXN-F19AA806,2543.37,EUR,CUST-3322,2024-05-01 22:35:00,settled,2011-CUST-FUNDS-EUR,2024-05-02 22:35:00,GL-32A94C7D
TXN-1EE8885D,1995.5,USD,CUST-7983,2024-01-26 02:55:00,settled,2011-CUST-FUNDS-EUR,2024-01-27 02:55:00,GL-537BD3F5
TXN-10D91217,1684.51,GBP,CUST-3515,2024-04-27 04:25:00,refunded,2011-CUST-FUNDS-EUR,2024-04-28 04:25:00,GL-BD77B231
TXN-BBD7C9A9,386.63,GBP,CUST-6607,2024-09-13 22:06:00,failed,2011-CUST-FUNDS-EUR,2024-09-14 22:06:00,GL-7067DA48
TXN-7733B834,3175.0,USD,CUST-2567,2024-07-05 01:46:00,settled,2011-CUST-FUNDS-EUR,2024-07-06 01:46:00,GL-9F2E0E20
TXN-B3BE2142,2831.83,EUR,CUST-8919,2024-12-08 04:01:00,failed,2011-CUST-FUNDS-EUR,2024-12-09 04:01:00,GL-3D1BD546
TXN-21D9341C,654.34,USD,CUST-3141,2024-01-24 03:54:00,failed,2011-CUST-FUNDS-EUR,2024-01-25 03:54:00,GL-2BEA74BC
TXN-A7A32116,782.14,USD,CUST-3069,2024-05-01 07:45:00,settled,2011-CUST-FUNDS-EUR,2024-05-02 07:45:00,GL-DD6C9530
TXN-AB67515F,4847.96,EUR,CUST-1061,2024-05-17 18:41:00,settled,2011-CUST-FUNDS-EUR,2024-05-18 18:41:00,GL-AE142EF6
TXN-9F920620,3772.21,GBP,CUST-6578,2024-09-15 05:37:00,settled,2011-CUST-FUNDS-EUR,2024-09-16 05:37:00,GL-241C287E
TXN-16B44D11,1724.92,USD,CUST-6287,2024-03-04 02:27:00,settled,2011-CUST-FUNDS-EUR,2024-03-05 02:27:00,GL-E5DBB935
TXN-AB1C3C2B,4012.34,EUR,CUST-2364,2024-05-24 19:10:00,settled,2011-CUST-FUNDS-EUR,2024-05-25 19:10:00,GL-59912DD9
TXN-492E459A,4521.15,EUR,CUST-6476,2024-08-23 09:44:00,settled,2011-CUST-FUNDS-EUR,2024-08-24 09:44:00,GL-6FC67937
TXN-D4467478,4974.65,USD,CUST-4006,2024-06-02 17:51:00,refunded,2011-CUST-FUNDS-EUR,2024-06-03 17:51:00,GL-CF45C1E5
TXN-0C20ED73,4135.36,GBP,CUST-7750,2024-03-22 12:08:00,settled,2011-CUST-FUNDS-EUR,2024-03-23 12:08:00,GL-31BC0A25
TXN-394B3D72,3010.44,GBP,CUST-9936,2024-05-01 22:04:00,settled,2011-CUST-FUNDS-EUR,2024-05-02 22:04:00,GL-B1BD5B01
TXN-4E2E8B93,3544.32,EUR,CUST-8864,2024-03-28 08:19:00,settled,2011-CUST-FUNDS-EUR,2024-03-29 08:19:00,GL-3A29D1E3
TXN-8E428510,3180.43,USD,CUST-6613,2024-06-04 19:57:00,refunded,2011-CUST-FUNDS-EUR,2024-06-05 19:57:00,GL-B71D5773
TXN-E5B1AF89,2599.27,USD,CUST-7166,2024-07-04 15:07:00,settled,2011-CUST-FUNDS-EUR,2024-07-05 15:07:00,GL-31253452
TXN-50DCBE55,4520.98,USD,CUST-4650,2024-09-22 21:41:00,settled,2011-CUST-FUNDS-EUR,2024-09-23 21:41:00,GL-2A66B94F
TXN-CAE37795,4176.24,GBP,CUST-1768,2024-04-25 08:59:00,failed,2011-CUST-FUNDS-EUR,2024-04-26 08:59:00,GL-3804FDA4
TXN-5AC804E2,3239.9,USD,CUST-3053,2024-05-30 15:37:00,refunded,2011-CUST-FUNDS-EUR,2024-05-31 15:37:00,GL-358D7D0B
TXN-8BD69DA7,4805.43,USD,CUST-1816,2024-10-17 09:00:00,failed,2011-CUST-FUNDS-EUR,2024-10-18 09:00:00,GL-2D65D66E
TXN-5C92E63C,338.42,USD,CUST-8912,2024-04-26 15:26:00,settled,2011-CUST-FUNDS-EUR,2024-04-27 15:26:00,GL-965B7A59
TXN-321B9C04,638.19,USD,CUST-3519,2024-01-17 07:26:00,failed,2011-CUST-FUNDS-EUR,2024-01-18 07:26:00,GL-F925E6F1
TXN-579F890D,1162.34,GBP,CUST-2384,2024-05-17 20:03:00,settled,2011-CUST-FUNDS-EUR,2024-05-18 20:03:00,GL-2F422F51
TXN-CE2EE58F,3397.06,USD,CUST-8647,2024-05-03 03:45:00,settled,2011-CUST-FUNDS-EUR,2024-05-04 03:45:00,GL-44A990C6
TXN-9E3154E2,3763.19,USD,CUST-3986,2024-07-21 09:58:00,settled,2011-CUST-FUNDS-EUR,2024-07-22 09:58:00,GL-8BF89DDF
TXN-84ED840B,1300.54,USD,CUST-7899,2024-10-19 00:56:00,settled,2011-CUST-FUNDS-EUR,2024-10-20 00:56:00,GL-6A61AA22
TXN-74FCD3DA,3174.33,GBP,CUST-5356,2024-03-05 19:51:00,settled,2011-CUST-FUNDS-EUR,2024-03-06 19:51:00,GL-5E9D6D6E
TXN-8933B614,1094.96,USD,CUST-9642,2024-05-19 14:51:00,settled,2011-CUST-FUNDS-EUR,2024-05-20 14:51:00,GL-F34C3AFD
TXN-7932E9C1,826.28,GBP,CUST-9826,2024-11-22 07:53:00,settled,2011-CUST-FUNDS-EUR,2024-11-23 07:53:00,GL-0B2BB6A8
TXN-73989FF6,3086.12,EUR,CUST-8885,2024-09-01 02:22:00,settled,2011-CUST-FUNDS-EUR,2024-09-02 02:22:00,GL-51772CC4
TXN-D5507ECC,3711.35,EUR,CUST-4871,2024-07-25 10:00:00,settled,2011-CUST-FUNDS-EUR,2024-07-26 10:00:00,GL-6293EBDE
TXN-AD2F09BE,3601.32,USD,CUST-1260,2024-10-21 01:45:00,settled,2011-CUST-FUNDS-EUR,2024-10-22 01:45:00,GL-ED5B1661
TXN-3C4B0A3C,2167.3,EUR,CUST-7661,2024-02-04 20:19:00,settled,2011-CUST-FUNDS-EUR,2024-02-05 20:19:00,GL-A8363668
TXN-C4F8C7B2,736.79,GBP,CUST-9009,2024-05-07 23:45:00,settled,2011-CUST-FUNDS-EUR,2024-05-08 23:45:00,GL-956DE548
TXN-AB21EA75,1597.31,USD,CUST-5655,2024-03-31 20:15:00,settled,2011-CUST-FUNDS-EUR,2024-04-01 20:15:00,GL-49F79D6A
TXN-86335A94,2008.76,EUR,CUST-3352,2024-12-27 23:03:00,refunded,2011-CUST-FUNDS-EUR,2024-12-28 23:03:00,GL-4339E205
TXN-882E3FBE,2219.94,USD,CUST-5385,2024-10-19 07:39:00,settled,2011-CUST-FUNDS-EUR,2024-10-20 07:39:00,GL-7AEF3B95
TXN-F52669E3,1535.83,USD,CUST-7557,2024-10-27 00:17:00,settled,2011-CUST-FUNDS-EUR,2024-10-28 00:17:00,GL-8DDAF802
TXN-98C7C78F,4269.82,GBP,CUST-4001,2024-12-18 11:11:00,failed,2011-CUST-FUNDS-EUR,2024-12-19 11:11:00,GL-1BAF234C
TXN-B91FE449,2349.36,USD,CUST-6478,2024-08-21 06:15:00,failed,2011-CUST-FUNDS-EUR,2024-08-22 06:15:00,GL-2B6189DD
TXN-15A3BDC7,502.05,USD,CUST-5034,2024-01-11 15:14:00,settled,2011-CUST-FUNDS-EUR,2024-01-12 15:14:00,GL-4933A0B6
TXN-E92F911C,1708.53,USD,CUST-1826,2024-04-02 07:27:00,settled,2011-CUST-FUNDS-EUR,2024-04-03 07:27:00,GL-F448A264
TXN-BF8D5D85,516.34,USD,CUST-3499,2024-05-30 15:59:00,settled,2011-CUST-FUNDS-EUR,2024-05-31 15:59:00,GL-1704A776
TXN-FE9C253E,117.98,GBP,CUST-9826,2024-07-10 06:45:00,refunded,2011-CUST-FUNDS-EUR,2024-07-11 06:45:00,GL-47A375A7
TXN-F00D402B,794.84,USD,CUST-4770,2024-06-26 01:20:00,settled,2011-CUST-FUNDS-EUR,2024-06-27 01:20:00,GL-46457174
TXN-0DE6B3C6,2004.81,USD,CUST-5072,2024-03-08 10:06:00,settled,2011-CUST-FUNDS-EUR,2024-03-09 10:06:00,GL-ED96F48D
TXN-DC55CAF7,2442.49,USD,CUST-6990,2024-07-01 10:34:00,refunded,2011-CUST-FUNDS-EUR,2024-07-02 10:34:00,GL-30059203
TXN-8DE7D958,280.15,GBP,CUST-5370,2024-11-20 22:03:00,settled,2011-CUST-FUNDS-EUR,2024-11-21 22:03:00,GL-725F1C51
TXN-011B46F2,767.91,USD,CUST-6585,2024-07-20 09:04:00,settled,2011-CUST-FUNDS-EUR,2024-07-21 09:04:00,GL-F2987383
TXN-1DCED95B,2972.72,USD,CUST-7083,2024-07-09 02:08:00,settled,2011-CUST-FUNDS-EUR,2024-07-10 02:08:00,GL-9DB3BD3E
TXN-5848C907,1170.53,USD,CUST-8967,2024-09-21 02:37:00,settled,2011-CUST-FUNDS-EUR,2024-09-22 02:37:00,GL-34B74576
TXN-2F09A65C,4223.96,USD,CUST-1349,2024-06-27 22:47:00,settled,2011-CUST-FUNDS-EUR,2024-06-28 22:47:00,GL-4999F7FC
TXN-2C6217C4,3648.84,USD,CUST-5160,2024-02-05 19:45:00,refunded,2011-CUST-FUNDS-EUR,2024-02-06 19:45:00,GL-14246175
TXN-E0B8697A,559.28,EUR,CUST-6145,2024-07-02 15:07:00,refunded,2011-CUST-FUNDS-EUR,2024-07-03 15:07:00,GL-16E1024B
TXN-2C370F61,2166.89,USD,CUST-3845,2024-09-20 20:41:00,settled,2011-CUST-FUNDS-EUR,2024-09-21 20:41:00,GL-81CD401F
TXN-FBC24018,4903.5,EUR,CUST-5030,2024-01-09 13:07:00,refunded,2011-CUST-FUNDS-EUR,2024-01-10 13:07:00,GL-79991474
TXN-12AEF759,679.3,USD,CUST-9789,2024-12-02 11:57:00,refunded,2011-CUST-FUNDS-EUR,2024-12-03 11:57:00,GL-EB75B07A
TXN-EDF95127,1194.86,USD,CUST-1151,2024-01-01 14:27:00,settled,2011-CUST-FUNDS-EUR,2024-01-02 14:27:00,GL-45162022
TXN-A08F00D1,1570.18,USD,CUST-3520,2024-01-29 10:38:00,failed,2011-CUST-FUNDS-EUR,2024-01-30 10:38:00,GL-7BC7CC04
TXN-01A87B4B,3301.06,GBP,CUST-6873,2024-12-07 20:26:00,failed,2011-CUST-FUNDS-EUR,2024-12-08 20:26:00,GL-5C73816A
TXN-0EFAFC24,2232.51,USD,CUST-6014,2024-04-07 21:13:00,refunded,2011-CUST-FUNDS-EUR,2024-04-08 21:13:00,GL-EC76ABBC
TXN-8003B65A,129.65,GBP,CUST-1688,2024-10-30 01:06:00,settled,2011-CUST-FUNDS-EUR,2024-10-31 01:06:00,GL-49DAB2AB
TXN-77623414,402.45,USD,CUST-7841,2024-02-19 01:46:00,settled,2011-CUST-FUNDS-EUR,2024-02-20 01:46:00,GL-B37E099E
TXN-0F858CFE,3003.48,EUR,CUST-9412,2024-09-25 16:35:00,settled,2011-CUST-FUNDS-EUR,2024-09-26 16:35:00,GL-17C2E427
TXN-899F602F,2694.36,USD,CUST-1626,2024-05-23 12:42:00,settled,2011-CUST-FUNDS-EUR,2024-05-24 12:42:00,GL-5C8BF4E9
TXN-76716FF5,1935.51,USD,CUST-9568,2024-02-28 13:32:00,refunded,2011-CUST-FUNDS-EUR,2024-02-29 13:32:00,GL-5CB6DF40
TXN-A15B03DB,3541.53,USD,CUST-2451,2024-09-27 21:22:00,refunded,2011-CUST-FUNDS-EUR,2024-09-28 21:22:00,GL-42EEA07F
TXN-69887F72,4655.51,USD,CUST-6742,2024-11-17 01:42:00,failed,2011-CUST-FUNDS-EUR,2024-11-18 01:42:00,GL-AC2337AB
TXN-1C87DD38,1915.23,EUR,CUST-9786,2024-03-23 12:30:00,settled,2011-CUST-FUNDS-EUR,2024-03-24 12:30:00,GL-7521671B
TXN-76388D1E,2624.79,USD,CUST-8850,2024-03-20 22:31:00,settled,2011-CUST-FUNDS-EUR,2024-03-21 22:31:00,GL-C0D55EE7
TXN-F8837152,4122.37,GBP,CUST-2839,2024-12-10 21:55:00,settled,2011-CUST-FUNDS-EUR,2024-12-11 21:55:00,GL-DD2CDDFC
TXN-E3D717E9,2242.67,USD,CUST-8505,2024-04-17 11:26:00,settled,2011-CUST-FUNDS-EUR,2024-04-18 11:26:00,GL-844514AD
TXN-13A678FD,98.54,GBP,CUST-4658,2024-12-30 00:34:00,settled,2011-CUST-FUNDS-EUR,2024-12-31 00:34:00,GL-A433CD10
TXN-989DC574,258.09,EUR,CUST-8265,2024-09-23 19:37:00,failed,2011-CUST-FUNDS-EUR,2024-09-24 19:37:00,GL-219D0661
TXN-5CF6F963,1862.43,USD,CUST-6679,2024-05-25 19:35:00,settled,2011-CUST-FUNDS-EUR,2024-05-26 19:35:00,GL-39C6875E
TXN-53E59330,2064.16,USD,CUST-5263,2024-07-17 15:16:00,failed,2011-CUST-FUNDS-EUR,2024-07-18 15:16:00,GL-B472E754
TXN-531E4913,186.24,EUR,CUST-7208,2024-09-26 16:46:00,refunded,2011-CUST-FUNDS-EUR,2024-09-27 16:46:00,GL-17546BD2
TXN-6B65E3A1,2252.71,USD,CUST-6531,2024-09-08 03:05:00,refunded,2011-CUST-FUNDS-EUR,2024-09-09 03:05:00,GL-8F03062F
TXN-383309DE,1528.57,EUR,CUST-1744,2024-06-28 21:38:00,settled,2011-CUST-FUNDS-EUR,2024-06-29 21:38:00,GL-1E6F0B58
TXN-A35A2532,4106.92,USD,CUST-5975,2024-05-07 02:32:00,settled,2011-CUST-FUNDS-EUR,2024-05-08 02:32:00,GL-60B9E166
TXN-385C6D8B,4581.36,EUR,CUST-4432,2024-10-28 04:01:00,settled,2011-CUST-FUNDS-EUR,2024-10-29 04:01:00,GL-51930B7C
TXN-DD8CB8C8,682.17,GBP,CUST-6670,2024-08-07 10:48:00,settled,2011-CUST-FUNDS-EUR,2024-08-08 10:48:00,GL-3F02C4D0
TXN-DB9E988A,1208.73,EUR,CUST-8812,2024-09-03 07:01:00,settled,2011-CUST-FUNDS-EUR,2024-09-04 07:01:00,GL-AD4054C3
TXN-7EE66C70,506.11,EUR,CUST-8881,2024-02-25 18:50:00,settled,2011-CUST-FUNDS-EUR,2024-02-26 18:50:00,GL-B983466A
TXN-E45DB538,4199.85,USD,CUST-7081,2024-05-24 17:30:00,settled,2011-CUST-FUNDS-EUR,2024-05-25 17:30:00,GL-A1EE7F75
TXN-2742331A,72.95,USD,CUST-3352,2024-05-14 21:03:00,settled,2011-CUST-FUNDS-EUR,2024-05-15 21:03:00,GL-26DF4165
TXN-7CC9EC24,4770.14,USD,CUST-6521,2024-06-13 00:42:00,settled,2011-CUST-FUNDS-EUR,2024-06-14 00:42:00,GL-FA2DEB42
TXN-C812FCA2,4983.97,USD,CUST-1513,2024-09-16 23:46:00,settled,2011-CUST-FUNDS-EUR,2024-09-17 23:46:00,GL-31E650B5
TXN-6D2CD7B3,3332.38,GBP,CUST-4420,2024-10-17 15:25:00,refunded,2011-CUST-FUNDS-EUR,2024-10-18 15:25:00,GL-46FE542E
TXN-05CA34A1,1192.14,GBP,CUST-8836,2024-03-10 09:24:00,settled,2011-CUST-FUNDS-EUR,2024-03-11 09:24:00,GL-E15C43B6
TXN-4CC53EB1,1964.72,USD,CUST-4312,2024-05-24 07:33:00,settled,2011-CUST-FUNDS-EUR,2024-05-25 07:33:00,GL-A71D1A63
TXN-1E80B478,3864.51,USD,CUST-1450,2024-01-16 18:05:00,settled,2011-CUST-FUNDS-EUR,2024-01-17 18:05:00,GL-6D53F4C2
TXN-2AE66E8C,1124.77,USD,CUST-6033,2024-11-12 07:01:00,refunded,2011-CUST-FUNDS-EUR,2024-11-13 07:01:00,GL-0D78C84A
TXN-3B1D9B77,3461.29,USD,CUST-2742,2024-08-12 18:36:00,refunded,2011-CUST-FUNDS-EUR,2024-08-13 18:36:00,GL-3A61FAB6
TXN-49AE34E8,1577.32,USD,CUST-7771,2024-07-17 04:32:00,failed,2011-CUST-FUNDS-EUR,2024-07-18 04:32:00,GL-72B7744E
TXN-24363B4E,2487.69,USD,CUST-6885,2024-02-21 16:38:00,refunded,2011-CUST-FUNDS-EUR,2024-02-22 16:38:00,GL-3B228903
TXN-BB81B47C,792.24,USD,CUST-3542,2024-08-19 10:40:00,refunded,2011-CUST-FUNDS-EUR,2024-08-20 10:40:00,GL-88261C2F
TXN-FF1C7E47,287.88,USD,CUST-3087,2024-05-07 01:08:00,settled,2011-CUST-FUNDS-EUR,2024-05-08 01:08:00,GL-8E182102
TXN-8D329AD4,4484.23,USD,CUST-1638,2024-07-09 12:47:00,refunded,2011-CUST-FUNDS-EUR,2024-07-10 12:47:00,GL-815F7F41
TXN-2D6465C5,2263.52,USD,CUST-4022,2024-07-03 02:42:00,settled,2011-CUST-FUNDS-EUR,2024-07-04 02:42:00,GL-DEE12D51
TXN-D1A04302,2598.1,USD,CUST-5299,2024-02-22 16:54:00,settled,2011-CUST-FUNDS-EUR,2024-02-23 16:54:00,GL-5D1CCDF7
TXN-A4EA8657,3863.29,GBP,CUST-1196,2024-06-21 02:26:00,refunded,2011-CUST-FUNDS-EUR,2024-06-22 02:26:00,GL-08976111
TXN-5E8A70C7,2162.47,GBP,CUST-2880,2024-04-02 06:37:00,settled,2011-CUST-FUNDS-EUR,2024-04-03 06:37:00,GL-8FB56874
TXN-19B526CD,2444.11,GBP,CUST-5815,2024-05-21 15:40:00,failed,2011-CUST-FUNDS-EUR,2024-05-22 15:40:00,GL-5F6F8440
TXN-88632059,177.89,GBP,CUST-7252,2024-04-09 13:05:00,settled,2011-CUST-FUNDS-EUR,2024-04-10 13:05:00,GL-3322146C
TXN-FB16264E,711.27,EUR,CUST-6291,2024-10-09 09:19:00,settled,2011-CUST-FUNDS-EUR,2024-10-10 09:19:00,GL-06F60318
TXN-C4691D43,784.91,USD,CUST-3622,2024-05-12 22:35:00,settled,2011-CUST-FUNDS-EUR,2024-05-13 22:35:00,GL-5FA236E6
TXN-766C4F74,1262.8,GBP,CUST-7437,2024-04-07 23:04:00,settled,2011-CUST-FUNDS-EUR,2024-04-08 23:04:00,GL-C0027EE9
TXN-B2C83D1B,4342.85,USD,CUST-8569,2024-02-09 09:23:00,settled,2011-CUST-FUNDS-EUR,2024-02-10 09:23:00,GL-FDE521FF
TXN-46C2B761,1139.56,USD,CUST-2800,2024-09-29 01:44:00,settled,2011-CUST-FUNDS-EUR,2024-09-30 01:44:00,GL-B1F402FE
TXN-F99ABADE,1907.49,EUR,CUST-2995,2024-05-14 03:38:00,settled,2011-CUST-FUNDS-EUR,2024-05-15 03:38:00,GL-B807C1C3
TXN-7B686649,3350.99,EUR,CUST-1104,2024-07-15 02:01:00,settled,2011-CUST-FUNDS-EUR,2024-07-16 02:01:00,GL-334858EA
TXN-33713B4A,2276.46,USD,CUST-9214,2024-10-17 23:07:00,settled,2011-CUST-FUNDS-EUR,2024-10-18 23:07:00,GL-3C895617
TXN-C1B24965,4074.77,GBP,CUST-3051,2024-06-10 12:42:00,failed,2011-CUST-FUNDS-EUR,2024-06-11 12:42:00,GL-ABACE4BD
TXN-A8D33999,723.64,USD,CUST-8965,2024-07-28 17:35:00,settled,2011-CUST-FUNDS-EUR,2024-07-29 17:35:00,GL-87E306F3
TXN-DD798BA9,1454.44,USD,CUST-4611,2024-05-14 02:17:00,settled,2011-CUST-FUNDS-EUR,2024-05-15 02:17:00,GL-0B651F21
TXN-8A4199DD,998.04,USD,CUST-9448,2024-02-23 03:54:00,failed,2011-CUST-FUNDS-EUR,2024-02-24 03:54:00,GL-DBDE94AF
TXN-B11B707C,3171.11,USD,CUST-1159,2024-06-24 02:44:00,settled,2011-CUST-FUNDS-EUR,2024-06-25 02:44:00,GL-E17D4F8C
TXN-BE5C9CB2,791.3,USD,CUST-8289,2024-10-27 21:00:00,settled,2011-CUST-FUNDS-EUR,2024-10-28 21:00:00,GL-4033AFD4
TXN-492D3F82,1565.98,USD,CUST-9230,2024-07-03 13:00:00,failed,2011-CUST-FUNDS-EUR,2024-07-04 13:00:00,GL-498017FD
TXN-C138E725,3726.75,USD,CUST-7330,2024-08-20 03:18:00,failed,2011-CUST-FUNDS-EUR,2024-08-21 03:18:00,GL-8D2B1344
TXN-C08F130D,2299.27,USD,CUST-2133,2024-01-12 06:06:00,settled,2011-CUST-FUNDS-EUR,2024-01-13 06:06:00,GL-8051C2F3
TXN-E4A0A6BF,4048.53,USD,CUST-7385,2024-05-19 10:30:00,settled,2011-CUST-FUNDS-EUR,2024-05-20 10:30:00,GL-63750F51
TXN-3110F349,4732.37,USD,CUST-8499,2024-06-16 21:30:00,failed,2011-CUST-FUNDS-EUR,2024-06-17 21:30:00,GL-01804A47
TXN-60A55E15,1351.28,USD,CUST-8454,2024-05-17 00:14:00,settled,2011-CUST-FUNDS-EUR,2024-05-18 00:14:00,GL-094F92D4
TXN-7EABFA36,4290.68,EUR,CUST-5350,2024-05-12 19:40:00,failed,2011-CUST-FUNDS-EUR,2024-05-13 19:40:00,GL-C3212EC1
TXN-634B0984,3071.05,GBP,CUST-8369,2024-01-02 19:14:00,settled,2011-CUST-FUNDS-EUR,2024-01-03 19:14:00,GL-CA8CBD70
TXN-55407100,3046.21,USD,CUST-7441,2024-11-10 09:05:00,settled,2011-CUST-FUNDS-EUR,2024-11-11 09:05:00,GL-52106DD3
TXN-B8087421,4080.94,EUR,CUST-5922,2024-02-06 00:53:00,refunded,2011-CUST-FUNDS-EUR,2024-02-07 00:53:00,GL-02F2756C
TXN-8B66D807,94.44,USD,CUST-7989,2024-08-18 11:14:00,settled,2011-CUST-FUNDS-EUR,2024-08-19 11:14:00,GL-2ABECC01
TXN-3D69B4E4,3517.09,GBP,CUST-1745,2024-06-27 15:59:00,refunded,2011-CUST-FUNDS-EUR,2024-06-28 15:59:00,GL-074C87DD
TXN-E42B9C77,1214.77,USD,CUST-2330,2024-01-14 17:38:00,refunded,2011-CUST-FUNDS-EUR,2024-01-15 17:38:00,GL-3355B282
TXN-D4A38A44,3223.6,USD,CUST-7668,2024-02-18 05:20:00,settled,2011-CUST-FUNDS-EUR,2024-02-19 05:20:00,GL-BAD5316A
TXN-8EECC815,1986.86,EUR,CUST-5728,2024-01-11 01:17:00,refunded,2011-CUST-FUNDS-EUR,2024-01-12 01:17:00,GL-963EAE13
TXN-063B1872,1460.06,GBP,CUST-7553,2024-08-25 19:19:00,failed,2011-CUST-FUNDS-EUR,2024-08-26 19:19:00,GL-3384DF18
TXN-3C348660,1899.07,GBP,CUST-9500,2024-10-29 08:32:00,settled,2011-CUST-FUNDS-EUR,2024-10-30 08:32:00,GL-5EC7D57A
TXN-A61B5464,2588.65,EUR,CUST-1198,2024-11-28 07:25:00,settled,2011-CUST-FUNDS-EUR,2024-11-29 07:25:00,GL-90A809A8
TXN-B0EF38BB,136.51,USD,CUST-8471,2024-08-27 00:48:00,settled,2011-CUST-FUNDS-EUR,2024-08-28 00:48:00,GL-1CA8AD87
TXN-46C08F3A,2228.13,USD,CUST-8872,2024-06-09 18:58:00,settled,2011-CUST-FUNDS-EUR,2024-06-10 18:58:00,GL-2A0AB27F
TXN-250C83CF,2981.64,USD,CUST-1605,2024-08-15 16:06:00,settled,2011-CUST-FUNDS-EUR,2024-08-16 16:06:00,GL-1E2EC89B
TXN-AFFC3256,4658.57,USD,CUST-8247,2024-02-24 18:45:00,refunded,2011-CUST-FUNDS-EUR,2024-02-25 18:45:00,GL-5448044C
TXN-83CEC815,4162.42,USD,CUST-5555,2024-11-11 00:10:00,settled,2011-CUST-FUNDS-EUR,2024-11-12 00:10:00,GL-F1E48193
TXN-71AF9B43,1347.57,USD,CUST-2411,2024-07-01 10:54:00,failed,2011-CUST-FUNDS-EUR,2024-07-02 10:54:00,GL-36A75663
TXN-1DF6486D,2120.14,USD,CUST-4726,2024-04-28 07:42:00,failed,2011-CUST-FUNDS-EUR,2024-04-29 07:42:00,GL-C779067D
TXN-CC09267E,1522.16,GBP,CUST-7670,2024-12-25 10:23:00,settled,2011-CUST-FUNDS-EUR,2024-12-26 10:23:00,GL-38B7BECB
TXN-3A406857,1151.77,USD,CUST-8865,2024-12-14 00:52:00,settled,2011-CUST-FUNDS-EUR,2024-12-15 00:52:00,GL-AA26E90F
TXN-DF9A741D,3637.19,USD,CUST-4994,2024-01-01 01:19:00,failed,2011-CUST-FUNDS-EUR,2024-01-02 01:19:00,GL-C016DE52
TXN-B3B92E4F,3476.71,GBP,CUST-3950,2024-07-15 20:25:00,settled,2011-CUST-FUNDS-EUR,2024-07-16 20:25:00,GL-4C1D57D9
TXN-01F960E5,1080.07,EUR,CUST-2829,2024-11-10 15:41:00,refunded,2011-CUST-FUNDS-EUR,2024-11-11 15:41:00,GL-CA2084B7
TXN-7E211DA2,1184.44,EUR,CUST-4546,2024-10-17 09:48:00,refunded,2011-CUST-FUNDS-EUR,2024-10-18 09:48:00,GL-D3DE0E94
TXN-A5544214,3475.41,USD,CUST-5473,2024-09-16 15:45:00,settled,2011-CUST-FUNDS-EUR,2024-09-17 15:45:00,GL-7FA54A64
TXN-D17CB36B,4646.18,USD,CUST-6717,2024-09-26 12:54:00,settled,2011-CUST-FUNDS-EUR,2024-09-27 12:54:00,GL-95F95E29
TXN-3D0F29B2,4849.05,USD,CUST-3513,2024-09-02 21:51:00,refunded,2011-CUST-FUNDS-EUR,2024-09-03 21:51:00,GL-52A87636
TXN-ED7CA827,2771.51,USD,CUST-5272,2024-12-25 02:59:00,settled,2011-CUST-FUNDS-EUR,2024-12-26 02:59:00,GL-FF9C5485
TXN-3164A2E1,1374.66,USD,CUST-3037,2024-09-03 19:24:00,refunded,2011-CUST-FUNDS-EUR,2024-09-04 19:24:00,GL-0DC2FF4F
TXN-4A74A784,4686.76,EUR,CUST-1096,2024-07-06 11:35:00,settled,2011-CUST-FUNDS-EUR,2024-07-07 11:35:00,GL-66E3C5C6
TXN-14C796A2,2393.68,USD,CUST-6233,2024-08-24 19:08:00,settled,2011-CUST-FUNDS-EUR,2024-08-25 19:08:00,GL-5747BFF4
TXN-A7D8205F,4405.37,USD,CUST-7366,2024-03-10 10:01:00,refunded,2011-CUST-FUNDS-EUR,2024-03-11 10:01:00,GL-86164537
TXN-E26BA048,3490.45,GBP,CUST-4079,2024-07-08 08:25:00,settled,2011-CUST-FUNDS-EUR,2024-07-09 08:25:00,GL-55FDEAA7
TXN-6C131308,2009.21,GBP,CUST-9767,2024-12-21 19:28:00,settled,2011-CUST-FUNDS-EUR,2024-12-22 19:28:00,GL-3E37795E
TXN-35745195,517.11,USD,CUST-6368,2024-07-03 15:00:00,settled,2011-CUST-FUNDS-EUR,2024-07-04 15:00:00,GL-4ADA5158
