transaction_id,amount,currency,customer_id,created_at,status,adyen_psp_reference,merchant_account,value_in_cents,booking_date
TXN-02CFBD38,4964.59,USD,CUST-6986,2024-09-11 00:23:00,settled,ADYEN-960702,MerchantAccountUSD,496459,2024-09-12 00:23:00
TXN-413FB1CE,3715.06,GBP,CUST-2102,2024-06-28 09:06:00,failed,ADYEN-762867,MerchantAccountUSD,371506,2024-06-29 09:06:00
TXN-36D59034,4816.76,EUR,CUST-8015,2024-09-01 22:42:00,refunded,ADYEN-911188,MerchantAccountUSD,481676,2024-09-02 22:42:00
TXN-D16EF11D,1815.46,USD,CUST-7785,2024-11-06 05:38:00,failed,ADYEN-828283,MerchantAccountUSD,181546,2024-11-07 05:38:00
TXN-48191B9D,2364.96,USD,CUST-2049,2024-11-11 14:54:00,settled,ADYEN-146029,MerchantAccountUSD,236496,2024-11-12 14:54:00
TXN-C0C90845,3725.64,USD,CUST-7025,2024-03-06 10:24:00,failed,ADYEN-505786,MerchantAccountUSD,372564,2024-03-07 10:24:00
TXN-8240DE97,1568.63,USD,CUST-6362,2024-06-23 18:16:00,settled,ADYEN-701605,MerchantAccountUSD,156863,2024-06-24 18:16:00
TXN-5859D730,1142.09,USD,CUST-3889,2024-02-24 05:37:00,settled,ADYEN-152744,MerchantAccountUSD,114208,2024-02-25 05:37:00
TXN-FE9C253E,117.98,GBP,CUST-9826,2024-07-10 06:45:00,refunded,ADYEN-420786,MerchantAccountUSD,11798,2024-07-11 06:45:00
TXN-9C9DD184,3121.76,USD,CUST-3671,2024-05-25 17:38:00,settled,ADYEN-351981,MerchantAccountUSD,312176,2024-05-26 17:38:00
TXN-6B30826B,3432.37,GBP,CUST-3740,2024-03-17 01:22:00,settled,ADYEN-707675,MerchantAccountUSD,343237,2024-03-18 01:22:00
TXN-81616E4C,950.52,USD,CUST-1527,2024-12-04 13:39:00,settled,ADYEN-922342,MerchantAccountUSD,95052,2024-12-05 13:39:00
TXN-BB95F654,4468.25,USD,CUST-6058,2024-11-19 20:23:00,settled,ADYEN-675306,MerchantAccountUSD,446825,2024-11-20 20:23:00
TXN-DF1382E1,560.68,EUR,CUST-8418,2024-05-19 22:39:00,refunded,ADYEN-598131,MerchantAccountUSD,56067,2024-05-20 22:39:00
TXN-CD01601C,4245.03,USD,CUST-7668,2024-06-25 14:29:00,settled,ADYEN-640061,MerchantAccountUSD,424503,2024-06-26 14:29:00
TXN-6D2CD7B3,3332.38,GBP,CUST-4420,2024-10-17 15:25:00,refunded,ADYEN-653745,MerchantAccountUSD,333238,2024-10-18 15:25:00
TXN-063E5F6E,174.35,GBP,CUST-5015,2024-08-25 13:16:00,settled,ADYEN-666105,MerchantAccountUSD,17435,2024-08-26 13:16:00
TXN-7EE9C9A5,540.88,USD,CUST-3795,2024-12-16 19:03:00,settled,ADYEN-735507,MerchantAccountUSD,54088,2024-12-17 19:03:00
TXN-B64F7C8A,2052.33,USD,CUST-3180,2024-07-30 23:47:00,settled,ADYEN-706618,MerchantAccountUSD,205233,2024-07-31 23:47:00
TXN-01068603,2239.32,GBP,CUST-7030,2024-05-13 12:00:00,settled,ADYEN-706070,MerchantAccountUSD,223932,2024-05-14 12:00:00
TXN-A1D551DF,2479.49,USD,CUST-4949,2024-09-12 20:38:00,settled,ADYEN-402599,MerchantAccountUSD,247948,2024-09-13 20:38:00
TXN-86FA9632,2509.56,USD,CUST-7452,2024-03-10 05:03:00,refunded,ADYEN-751764,MerchantAccountUSD,250956,2024-03-11 05:03:00
TXN-9A7FFF7E,4466.73,GBP,CUST-6279,2024-01-27 22:34:00,settled,ADYEN-771602,MerchantAccountUSD,446672,2024-01-28 22:34:00
TXN-E20ADF9B,4834.64,USD,CUST-8303,2024-08-13 14:18:00,settled,ADYEN-973133,MerchantAccountUSD,483464,2024-08-14 14:18:00
TXN-CE957A60,4777.71,USD,CUST-4543,2024-09-05 09:03:00,refunded,ADYEN-671179,MerchantAccountUSD,477771,2024-09-06 09:03:00
TXN-EE8E0CAB,2349.3,EUR,CUST-8828,2024-01-18 03:42:00,refunded,ADYEN-419317,MerchantAccountUSD,234930,2024-01-19 03:42:00
TXN-A5555367,1491.64,GBP,CUST-5018,2024-07-12 08:42:00,settled,ADYEN-904710,MerchantAccountUSD,149164,2024-07-13 08:42:00
TXN-D034EE9F,1633.02,GBP,CUST-7560,2024-05-03 21:28:00,settled,ADYEN-393552,MerchantAccountUSD,163302,2024-05-04 21:28:00
TXN-F2B4AFF9,171.07,EUR,CUST-7015,2024-10-28 09:11:00,settled,ADYEN-985900,MerchantAccountUSD,17107,2024-10-29 09:11:00
TXN-6B6B4D48,2318.64,GBP,CUST-2499,2024-12-20 07:06:00,settled,ADYEN-101153,MerchantAccountUSD,231864,2024-12-21 07:06:00
TXN-67680DC9,804.9,USD,CUST-9699,2024-06-23 16:12:00,refunded,ADYEN-514823,MerchantAccountUSD,80490,2024-06-24 16:12:00
TXN-E7B323A5,3159.39,EUR,CUST-8457,2024-04-01 08:00:00,failed,ADYEN-140659,MerchantAccountUSD,315939,2024-04-02 08:00:00
TXN-1B8B4E7A,3831.11,EUR,CUST-9088,2024-11-18 00:33:00,failed,ADYEN-253156,MerchantAccountUSD,383111,2024-11-19 00:33:00
TXN-67AE16BD,3983.27,EUR,CUST-6551,2024-08-23 08:12:00,settled,ADYEN-926681,MerchantAccountUSD,398327,2024-08-24 08:12:00
TXN-0FC9C8C5,2372.53,USD,CUST-9334,2024-11-18 12:16:00,refunded,ADYEN-507021,MerchantAccountUSD,237253,2024-11-19 12:16:00
TXN-D29D1BE4,2125.81,USD,CUST-7656,2024-09-17 17:44:00,failed,ADYEN-707947,MerchantAccountUSD,212581,2024-09-18 17:44:00
TXN-0E1EA201,3172.19,USD,CUST-3587,2024-11-23 05:31:00,refunded,ADYEN-892660,MerchantAccountUSD,317219,2024-11-24 05:31:00
TXN-29C902BB,3189.07,USD,CUST-1226,2024-10-06 20:33:00,failed,ADYEN-136641,MerchantAccountUSD,318907,2024-10-07 20:33:00
TXN-04713141,2402.82,GBP,CUST-8293,2024-11-04 18:04:00,refunded,ADYEN-698826,MerchantAccountUSD,240282,2024-11-05 18:04:00
TXN-33A0D215,564.89,USD,CUST-6465,2024-11-08 18:51:00,failed,ADYEN-766617,MerchantAccountUSD,56489,2024-11-09 18:51:00
TXN-973A78FC,1947.83,USD,CUST-4851,2024-04-09 10:45:00,failed,ADYEN-483557,MerchantAccountUSD,194783,2024-04-10 10:45:00
TXN-51BB1DC7,1931.6,GBP,CUST-3693,2024-08-16 01:17:00,settled,ADYEN-725085,MerchantAccountUSD,193160,2024-08-17 01:17:00
TXN-75D0EDEC,1324.4,USD,CUST-7023,2024-09-17 17:13:00,settled,ADYEN-422408,MerchantAccountUSD,132440,2024-09-18 17:13:00
TXN-B465B505,614.94,USD,CUST-2253,2024-02-23 16:49:00,settled,ADYEN-150824,MerchantAccountUSD,61494,2024-02-24 16:49:00
TXN-D893501E,776.93,GBP,CUST-5360,2024-01-21 02:05:00,refunded,ADYEN-462153,MerchantAccountUSD,77693,2024-01-22 02:05:00
TXN-082C4809,1655.36,USD,CUST-1358,2024-12-12 18:14:00,settled,ADYEN-812577,MerchantAccountUSD,165536,2024-12-13 18:14:00
TXN-04EE3196,55.27,EUR,CUST-9956,2024-07-13 11:28:00,settled,ADYEN-775034,MerchantAccountUSD,5527,2024-07-14 11:28:00
TXN-A420864A,3765.29,GBP,CUST-3474,2024-10-21 09:17:00,failed,ADYEN-239199,MerchantAccountUSD,376529,2024-10-22 09:17:00
TXN-D5D7D90C,3413.45,EUR,CUST-1351,2024-07-19 22:58:00,settled,ADYEN-210402,MerchantAccountUSD,341345,2024-07-20 22:58:00
TXN-E4CB89CD,3026.16,USD,CUST-9322,2024-02-22 12:52:00,settled,ADYEN-693157,MerchantAccountUSD,302616,2024-02-23 12:52:00
TXN-B6A50C44,1855.28,EUR,CUST-7396,2024-12-19 18:43:00,settled,ADYEN-651945,MerchantAccountUSD,185528,2024-12-20 18:43:00
TXN-7703826C,795.14,USD,CUST-5008,2024-07-07 00:44:00,failed,ADYEN-701708,MerchantAccountUSD,79514,2024-07-08 00:44:00
TXN-0505CBEB,3506.97,EUR,CUST-1066,2024-08-01 19:48:00,settled,ADYEN-747494,MerchantAccountUSD,350697,2024-08-02 19:48:00
TXN-03BABB7E,1393.47,USD,CUST-5758,2024-07-28 04:55:00,refunded,ADYEN-119373,MerchantAccountUSD,139347,2024-07-29 04:55:00
TXN-04428F18,1201.04,EUR,CUST-3144,2024-12-09 20:19:00,refunded,ADYEN-296425,MerchantAccountUSD,120104,2024-12-10 20:19:00
TXN-C2EF9D94,4885.74,GBP,CUST-8106,2024-12-30 02:07:00,settled,ADYEN-100933,MerchantAccountUSD,488574,2024-12-31 02:07:00
TXN-FCF51AF9,3452.19,EUR,CUST-3166,2024-08-08 03:01:00,settled,ADYEN-933791,MerchantAccountUSD,345219,2024-08-09 03:01:00
TXN-53312EBE,4383.26,USD,CUST-3732,2024-03-02 13:16:00,failed,ADYEN-908842,MerchantAccountUSD,438326,2024-03-03 13:16:00
TXN-713091BE,1064.31,GBP,CUST-5229,2024-07-25 16:49:00,failed,ADYEN-621189,MerchantAccountUSD,106431,2024-07-26 16:49:00
TXN-33368F8F,834.2,USD,CUST-9004,2024-01-05 00:49:00,failed,ADYEN-587530,MerchantAccountUSD,83420,2024-01-06 00:49:00
TXN-2DECEFE8,614.17,USD,CUST-2168,2024-02-04 08:28:00,settled,ADYEN-622996,MerchantAccountUSD,61416,2024-02-05 08:28:00
TXN-9ED50F99,4204.06,EUR,CUST-4001,2024-12-07 11:07:00,settled,ADYEN-303418,MerchantAccountUSD,420406,2024-12-08 11:07:00
TXN-A97FACC9,547.39,GBP,CUST-1591,2024-09-19 04:04:00,settled,ADYEN-153561,MerchantAccountUSD,54739,2024-09-20 04:04:00
TXN-641BA432,389.38,USD,CUST-8807,2024-06-09 11:13:00,failed,ADYEN-659041,MerchantAccountUSD,38938,2024-06-10 11:13:00
TXN-3973DEDF,931.12,USD,CUST-8152,2024-02-16 23:15:00,settled,ADYEN-627395,MerchantAccountUSD,93112,2024-02-17 23:15:00
TXN-E11FD9A3,1567.15,USD,CUST-9989,2024-09-21 07:25:00,settled,ADYEN-194805,MerchantAccountUSD,156715,2024-09-22 07:25:00
TXN-7EEF8CCA,2377.11,USD,CUST-5466,2024-11-08 18:10:00,settled,ADYEN-445734,MerchantAccountUSD,237711,2024-11-09 18:10:00
TXN-DB0DBD37,4915.66,USD,CUST-3285,2024-08-02 20:53:00,failed,ADYEN-340994,MerchantAccountUSD,491566,2024-08-03 20:53:00
TXN-E278B051,2356.61,USD,CUST-4187,2024-08-02 09:16:00,settled,ADYEN-120960,MerchantAccountUSD,235661,2024-08-03 09:16:00
TXN-89BBEE37,2972.58,USD,CUST-7505,2024-10-17 02:50:00,settled,ADYEN-270701,MerchantAccountUSD,297258,2024-10-18 02:50:00
TXN-E5543263,4079.63,GBP,CUST-6073,2024-04-18 17:56:00,settled,ADYEN-708078,MerchantAccountUSD,407963,2024-04-19 17:56:00
TXN-60E7A445,1334.0,USD,CUST-8985,2024-06-14 00:29:00,failed,ADYEN-331116,MerchantAccountUSD,133400,2024-06-15 00:29:00
TXN-068544E9,1316.83,GBP,CUST-3964,2024-09-24 14:35:00,refunded,ADYEN-316828,MerchantAccountUSD,131683,2024-09-25 14:35:00
TXN-B3BE2142,2831.83,EUR,CUST-8919,2024-12-08 04:01:00,failed,ADYEN-312692,MerchantAccountUSD,283183,2024-12-09 04:01:00
TXN-CC3FA0FF,675.54,USD,CUST-9733,2024-04-05 01:54:00,settled,ADYEN-506198,MerchantAccountUSD,67554,2024-04-06 01:54:00
TXN-8F4EA10F,4800.26,GBP,CUST-9277,2024-01-12 07:46:00,settled,ADYEN-936268,MerchantAccountUSD,480026,2024-01-13 07:46:00
TXN-BBD2295E,1349.99,GBP,CUST-4184,2024-01-24 03:19:00,failed,ADYEN-587520,MerchantAccountUSD,134999,2024-01-25 03:19:00
TXN-A41960E5,31.31,GBP,CUST-3231,2024-10-24 22:13:00,refunded,ADYEN-570618,MerchantAccountUSD,3131,2024-10-25 22:13:00
TXN-20A33701,4396.04,USD,CUST-3170,2024-04-06 12:34:00,settled,ADYEN-163554,MerchantAccountUSD,439604,2024-04-07 12:34:00
TXN-31DBF8CB,4598.73,USD,CUST-7215,2024-10-05 07:08:00,settled,ADYEN-462453,MerchantAccountUSD,459872,2024-10-06 07:08:00
TXN-3CB02AC4,113.28,USD,CUST-3289,2024-03-03 00:56:00,settled,ADYEN-247943,MerchantAccountUSD,11328,2024-03-04 00:56:00
TXN-6C25A2AF,781.16,EUR,CUST-6075,2024-11-02 00:30:00,settled,ADYEN-691775,MerchantAccountUSD,78116,2024-11-03 00:30:00
TXN-933BAD6B,2631.44,USD,CUST-9516,2024-10-18 16:50:00,refunded,ADYEN-617141,MerchantAccountUSD,263144,2024-10-19 16:50:00
TXN-88177236,2232.99,EUR,CUST-9021,2024-04-15 10:46:00,settled,ADYEN-706360,MerchantAccountUSD,223298,2024-04-16 10:46:00
TXN-6B64BD4F,474.32,USD,CUST-7216,2024-01-29 15:04:00,settled,ADYEN-243351,MerchantAccountUSD,47432,2024-01-30 15:04:00
TXN-EDDE01B0,4081.65,USD,CUST-8625,2024-09-10 04:57:00,refunded,ADYEN-470586,MerchantAccountUSD,408165,2024-09-11 04:57:00
TXN-B4EC4CD3,2752.47,GBP,CUST-6703,2024-06-26 08:14:00,failed,ADYEN-345441,MerchantAccountUSD,275247,2024-06-27 08:14:00
TXN-AE48B1CA,4642.65,USD,CUST-5213,2024-02-01 05:22:00,refunded,ADYEN-667013,MerchantAccountUSD,464264,2024-02-02 05:22:00
TXN-7848A168,2148.69,GBP,CUST-6369,2024-11-17 21:10:00,settled,ADYEN-422520,MerchantAccountUSD,214869,2024-11-18 21:10:00
TXN-594C486D,3070.82,EUR,CUST-9151,2024-07-29 01:20:00,refunded,ADYEN-206039,MerchantAccountUSD,307082,2024-07-30 01:20:00
TXN-AC3DE05C,3439.96,USD,CUST-2137,2024-03-14 02:27:00,settled,ADYEN-839540,MerchantAccountUSD,343996,2024-03-15 02:27:00
TXN-1BD886F3,536.37,GBP,CUST-2087,2024-09-14 08:40:00,failed,ADYEN-916106,MerchantAccountUSD,53637,2024-09-15 08:40:00
TXN-0EFAFC24,2232.51,USD,CUST-6014,2024-04-07 21:13:00,refunded,ADYEN-251214,MerchantAccountUSD,223251,2024-04-08 21:13:00
TXN-67F6A2C2,4757.38,USD,CUST-3337,2024-05-04 15:25:00,settled,ADYEN-978938,MerchantAccountUSD,475738,2024-05-05 15:25:00
TXN-1F67DB94,1944.07,GBP,CUST-2897,2024-01-03 09:59:00,settled,ADYEN-829978,MerchantAccountUSD,194407,2024-01-04 09:59:00
TXN-0FBFFE8A,1519.51,EUR,CUST-7076,2024-03-08 17:02:00,failed,ADYEN-570679,MerchantAccountUSD,151951,2024-03-09 17:02:00
TXN-EFD7F9D4,117.94,USD,CUST-1528,2024-10-23 20:47:00,settled,ADYEN-716498,MerchantAccountUSD,11794,2024-10-24 20:47:00
TXN-EDF0092C,2598.06,USD,CUST-9773,2024-04-11 05:53:00,failed,ADYEN-762801,MerchantAccountUSD,259806,2024-04-12 05:53:00
TXN-D7F4541A,2407.84,GBP,CUST-4343,2024-11-20 20:27:00,failed,ADYEN-209007,MerchantAccountUSD,240784,2024-11-21 20:27:00
TXN-1305634F,4383.23,EUR,CUST-7348,2024-07-27 04:55:00,refunded,ADYEN-925667,MerchantAccountUSD,438322,2024-07-28 04:55:00
TXN-0E7DC072,2037.35,USD,CUST-8067,2024-07-26 23:55:00,failed,ADYEN-335254,MerchantAccountUSD,203735,2024-07-27 23:55:00
TXN-28C2EF9F,4894.96,EUR,CUST-3930,2024-05-19 01:33:00,failed,ADYEN-250412,MerchantAccountUSD,489496,2024-05-20 01:33:00
TXN-42B8FF5A,1509.22,EUR,CUST-6339,2024-11-30 19:28:00,settled,ADYEN-491918,MerchantAccountUSD,150922,2024-12-01 19:28:00
TXN-5E71748D,1719.62,USD,CUST-8813,2024-12-07 17:47:00,failed,ADYEN-331056,MerchantAccountUSD,171962,2024-12-08 17:47:00
TXN-D020DF92,1947.06,USD,CUST-7149,2024-08-08 05:48:00,settled,ADYEN-360659,MerchantAccountUSD,194706,2024-08-09 05:48:00
TXN-2257C984,2269.13,USD,CUST-5917,2024-05-19 10:46:00,settled,ADYEN-246698,MerchantAccountUSD,226913,2024-05-20 10:46:00
TXN-D51CB5EE,1852.08,GBP,CUST-8451,2024-10-11 01:29:00,settled,ADYEN-836887,MerchantAccountUSD,185208,2024-10-12 01:29:00
TXN-E558CE2F,3839.84,USD,CUST-5748,2024-04-03 17:16:00,settled,ADYEN-474854,MerchantAccountUSD,383984,2024-04-04 17:16:00
TXN-82593A23,1126.08,USD,CUST-9201,2024-08-10 02:29:00,failed,ADYEN-645326,MerchantAccountUSD,112608,2024-08-11 02:29:00
TXN-FB16264E,711.27,EUR,CUST-6291,2024-10-09 09:19:00,settled,ADYEN-893913,MerchantAccountUSD,71127,2024-10-10 09:19:00
TXN-7A7DE646,2972.53,GBP,CUST-6761,2024-11-29 09:41:00,refunded,ADYEN-687834,MerchantAccountUSD,297253,2024-11-30 09:41:00
TXN-0CA673A1,1309.92,USD,CUST-4713,2024-06-28 20:40:00,settled,ADYEN-634005,MerchantAccountUSD,130992,2024-06-29 20:40:00
TXN-8BB836B9,556.48,USD,CUST-7377,2024-11-08 08:33:00,settled,ADYEN-919527,MerchantAccountUSD,55648,2024-11-09 08:33:00
TXN-11F16918,2625.57,USD,CUST-6212,2024-06-05 02:18:00,settled,ADYEN-372681,MerchantAccountUSD,262557,2024-06-06 02:18:00
TXN-F32E8161,3477.27,USD,CUST-9981,2024-03-04 04:30:00,settled,ADYEN-907937,MerchantAccountUSD,347727,2024-03-05 04:30:00
TXN-57446814,2118.19,USD,CUST-4720,2024-11-01 17:48:00,failed,ADYEN-776310,MerchantAccountUSD,211819,2024-11-02 17:48:00
TXN-C34D5E27,1381.02,GBP,CUST-5825,2024-03-16 19:39:00,settled,ADYEN-918322,MerchantAccountUSD,138102,2024-03-17 19:39:00
TXN-A09D0468,157.52,USD,CUST-6841,2024-07-20 16:43:00,failed,ADYEN-823459,MerchantAccountUSD,15752,2024-07-21 16:43:00
TXN-FCE025DE,4003.02,USD,CUST-9437,2024-08-14 08:40:00,settled,ADYEN-118221,MerchantAccountUSD,400302,2024-08-15 08:40:00
TXN-95F52DE7,880.95,USD,CUST-6818,2024-06-15 21:32:00,refunded,ADYEN-418588,MerchantAccountUSD,88095,2024-06-16 21:32:00
TXN-A36AE336,177.75,USD,CUST-5264,2024-01-29 20:23:00,settled,ADYEN-894726,MerchantAccountUSD,17775,2024-01-30 20:23:00
TXN-A9AA2CFC,3348.5,GBP,CUST-9069,2024-08-04 22:10:00,settled,ADYEN-182814,MerchantAccountUSD,334850,2024-08-05 22:10:00
TXN-72628C48,2196.39,GBP,CUST-5778,2024-07-10 22:08:00,refunded,ADYEN-542957,MerchantAccountUSD,219639,2024-07-11 22:08:00
TXN-15D7A176,4669.63,GBP,CUST-5408,2024-07-01 10:46:00,settled,ADYEN-281196,MerchantAccountUSD,466963,2024-07-02 10:46:00
TXN-8028FEA3,1562.71,GBP,CUST-7812,2024-11-20 16:28:00,settled,ADYEN-609840,MerchantAccountUSD,156271,2024-11-21 16:28:00
TXN-1699B80C,4968.3,GBP,CUST-4829,2024-03-31 01:44:00,settled,ADYEN-388638,MerchantAccountUSD,496830,2024-04-01 01:44:00
TXN-9DB677A6,4093.84,EUR,CUST-9773,2024-12-17 15:36:00,settled,ADYEN-285944,MerchantAccountUSD,409384,2024-12-18 15:36:00
TXN-CD253099,4584.2,GBP,CUST-7145,2024-06-18 11:51:00,failed,ADYEN-243794,MerchantAccountUSD,458420,2024-06-19 11:51:00
TXN-9A45B981,1948.21,USD,CUST-5198,2024-06-20 06:20:00,settled,ADYEN-201906,MerchantAccountUSD,194821,2024-06-21 06:20:00
TXN-C3BC7407,588.92,GBP,CUST-4734,2024-06-25 02:21:00,refunded,ADYEN-234939,MerchantAccountUSD,58891,2024-06-26 02:21:00
TXN-41984AB9,1884.29,USD,CUST-6170,2024-12-13 18:48:00,refunded,ADYEN-804360,MerchantAccountUSD,188429,2024-12-14 18:48:00
TXN-0B592D28,2059.5,USD,CUST-6613,2024-02-24 21:14:00,refunded,ADYEN-966969,MerchantAccountUSD,205950,2024-02-25 21:14:00
TXN-318FB1C5,4996.1,USD,CUST-3073,2024-05-03 15:32:00,settled,ADYEN-217524,MerchantAccountUSD,499610,2024-05-04 15:32:00
TXN-00732A00,3369.61,USD,CUST-1343,2024-06-28 08:04:00,failed,ADYEN-192602,MerchantAccountUSD,336961,2024-06-29 08:04:00
TXN-79D3B2D9,4739.8,USD,CUST-9079,2024-08-16 21:04:00,settled,ADYEN-880574,MerchantAccountUSD,473980,2024-08-17 21:04:00
TXN-EB1F3AA0,1866.03,USD,CUST-5394,2024-10-09 12:36:00,failed,ADYEN-980952,MerchantAccountUSD,186603,2024-10-10 12:36:00
TXN-72EBBE8E,2503.21,USD,CUST-2710,2024-04-16 13:12:00,refunded,ADYEN-899882,MerchantAccountUSD,250321,2024-04-17 13:12:00
TXN-AF2A5EF0,821.19,USD,CUST-8324,2024-10-15 23:02:00,settled,ADYEN-975934,MerchantAccountUSD,82119,2024-10-16 23:02:00
TXN-C2498C86,2493.63,GBP,CUST-1408,2024-12-10 07:29:00,failed,ADYEN-441891,MerchantAccountUSD,249363,2024-12-11 07:29:00
TXN-D9F9A30E,3229.74,GBP,CUST-3687,2024-02-08 12:41:00,settled,ADYEN-415707,MerchantAccountUSD,322974,2024-02-09 12:41:00
TXN-7CE1FB55,2959.29,GBP,CUST-8993,2024-04-28 22:03:00,failed,ADYEN-783014,MerchantAccountUSD,295929,2024-04-29 22:03:00
TXN-310421FC,3284.28,GBP,CUST-8816,2024-05-25 18:39:00,refunded,ADYEN-384748,MerchantAccountUSD,328428,2024-05-26 18:39:00
TXN-A165E0EC,2399.72,USD,CUST-6198,2024-12-25 11:38:00,settled,ADYEN-425098,MerchantAccountUSD,239971,2024-12-26 11:38:00
TXN-40213314,1474.63,USD,CUST-2689,2024-08-28 05:47:00,refunded,ADYEN-778431,MerchantAccountUSD,147463,2024-08-29 05:47:00
TXN-AF7D52E6,1784.0,EUR,CUST-8328,2024-05-09 08:10:00,settled,ADYEN-639253,MerchantAccountUSD,178400,2024-05-10 08:10:00
TXN-DC008900,4913.53,USD,CUST-3573,2024-04-14 15:23:00,settled,ADYEN-889153,MerchantAccountUSD,491353,2024-04-15 15:23:00
TXN-1C2F07C5,1140.52,USD,CUST-4774,2024-09-05 22:35:00,settled,ADYEN-467550,MerchantAccountUSD,114052,2024-09-06 22:35:00
TXN-F6177920,2074.93,EUR,CUST-7532,2024-07-31 23:06:00,settled,ADYEN-116128,MerchantAccountUSD,207492,2024-08-01 23:06:00
TXN-B676FA3D,1645.63,USD,CUST-4306,2024-03-31 11:44:00,failed,ADYEN-252796,MerchantAccountUSD,164563,2024-04-01 11:44:00
TXN-5331A3AB,3266.68,USD,CUST-5206,2024-01-18 02:07:00,failed,ADYEN-810168,MerchantAccountUSD,326668,2024-01-19 02:07:00
TXN-8F3DF0F1,3070.77,USD,CUST-5572,2024-12-18 13:25:00,settled,ADYEN-413171,MerchantAccountUSD,307077,2024-12-19 13:25:00
TXN-03C53861,2560.48,EUR,CUST-4263,2024-05-16 01:27:00,refunded,ADYEN-893223,MerchantAccountUSD,256048,2024-05-17 01:27:00
TXN-823E03C5,46.66,USD,CUST-5631,2024-06-01 21:06:00,refunded,ADYEN-527438,MerchantAccountUSD,4666,2024-06-02 21:06:00
TXN-6042BF11,392.02,GBP,CUST-8540,2024-08-24 23:05:00,settled,ADYEN-832049,MerchantAccountUSD,39202,2024-08-25 23:05:00
TXN-E2F77614,3138.62,USD,CUST-7035,2024-04-22 20:17:00,settled,ADYEN-176739,MerchantAccountUSD,313862,2024-04-23 20:17:00
TXN-CD60315E,2917.92,EUR,CUST-4826,2024-05-28 20:53:00,settled,ADYEN-119185,MerchantAccountUSD,291792,2024-05-29 20:53:00
TXN-0BD58083,2047.91,USD,CUST-2396,2024-03-06 17:15:00,failed,ADYEN-811663,MerchantAccountUSD,204791,2024-03-07 17:15:00
TXN-409D38C7,734.18,USD,CUST-5940,2024-03-08 20:06:00,failed,ADYEN-824852,MerchantAccountUSD,73418,2024-03-09 20:06:00
TXN-444F61E2,310.73,USD,CUST-4541,2024-08-27 12:12:00,refunded,ADYEN-173975,MerchantAccountUSD,31073,2024-08-28 12:12:00
TXN-4AAE8FC5,2672.06,GBP,CUST-3762,2024-10-30 18:09:00,settled,ADYEN-507762,MerchantAccountUSD,267206,2024-10-31 18:09:00
TXN-374CED38,4795.24,USD,CUST-6413,2024-01-29 21:54:00,settled,ADYEN-972385,MerchantAccountUSD,479524,2024-01-30 21:54:00
TXN-9B255890,3158.93,GBP,CUST-8126,2024-09-25 20:40:00,failed,ADYEN-659992,MerchantAccountUSD,315893,2024-09-26 20:40:00
TXN-45F77FC6,2178.46,USD,CUST-5002,2024-08-16 02:59:00,settled,ADYEN-198157,MerchantAccountUSD,217846,2024-08-17 02:59:00
TXN-CFE33455,2347.49,USD,CUST-8275,2024-02-05 21:50:00,settled,ADYEN-103703,MerchantAccountUSD,234748,2024-02-06 21:50:00
TXN-72BE8B4F,1588.8,USD,CUST-1571,2024-01-02 06:46:00,settled,ADYEN-618790,MerchantAccountUSD,158880,2024-01-03 06:46:00
TXN-FF0D746C,2711.33,USD,CUST-7913,2024-07-05 10:50:00,failed,ADYEN-207258,MerchantAccountUSD,271133,2024-07-06 10:50:00
TXN-797B08B1,1398.92,USD,CUST-7454,2024-02-04 20:30:00,refunded,ADYEN-358790,MerchantAccountUSD,139892,2024-02-05 20:30:00
TXN-6B220238,1924.05,GBP,CUST-5225,2024-12-08 20:10:00,settled,ADYEN-605440,MerchantAccountUSD,192405,2024-12-09 20:10:00
TXN-2D8C9EFB,708.59,USD,CUST-1042,2024-01-14 13:11:00,settled,ADYEN-608143,MerchantAccountUSD,70859,2024-01-15 13:11:00
TXN-7F852EE3,4299.97,USD,CUST-1990,2024-08-05 12:55:00,refunded,ADYEN-811294,MerchantAccountUSD,429997,2024-08-06 12:55:00
TXN-EB0C5AAC,4004.25,GBP,CUST-3415,2024-03-02 14:11:00,settled,ADYEN-708766,MerchantAccountUSD,400425,2024-03-03 14:11:00
TXN-6C678865,3424.74,USD,CUST-7245,2024-01-02 18:03:00,refunded,ADYEN-987100,MerchantAccountUSD,342474,2024-01-03 18:03:00
TXN-D642CE54,4820.45,USD,CUST-2270,2024-05-18 03:34:00,settled,ADYEN-879899,MerchantAccountUSD,482045,2024-05-19 03:34:00
TXN-ED10F546,2006.9,USD,CUST-2544,2024-08-27 22:30:00,settled,ADYEN-613513,MerchantAccountUSD,200690,2024-08-28 22:30:00
TXN-96B2BA02,1532.0,USD,CUST-6163,2024-08-05 08:08:00,refunded,ADYEN-342719,MerchantAccountUSD,153200,2024-08-06 08:08:00
TXN-4E590CE3,435.68,EUR,CUST-9383,2024-11-09 05:24:00,failed,ADYEN-115502,MerchantAccountUSD,43568,2024-11-10 05:24:00
TXN-CB6B19B3,3462.36,USD,CUST-6168,2024-03-18 19:32:00,settled,ADYEN-749943,MerchantAccountUSD,346236,2024-03-19 19:32:00
TXN-FE08E8D9,1540.96,EUR,CUST-9233,2024-12-26 09:44:00,settled,ADYEN-764968,MerchantAccountUSD,154096,2024-12-27 09:44:00
